Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
08/30/2018,BUIC,LL,,TAN,291U732,IL,701 N. Sacramento,(773) 265-7605,6932864
08/31/2018,KIA,4D,,WHI,885274,IL,10300 S. Doty,(773) 568-8495,2857978
09/27/2018,FORD,VN,,WHI,2432985B,IL,10300 S. Doty,(773) 568-8495,2859970
09/27/2018,CHEV,4D,,BLK,AM92578,IL,10300 S. Doty,(773) 568-8495,2859968
09/27/2018,FORD,4D,,BLK,355170,IL,10300 S. Doty,(773) 568-8495,2859969
08/31/2018,BUIC,4D,,,A247677,IN,10300 S. Doty,(773) 568-8495,2857977
08/31/2018,LINC,LL,,WHI,AY24653,IL,701 N. Sacramento,(773) 265-7605,6932876
08/31/2018,CHEV,4D,,BLU,Q825585,IL,701 N. Sacramento,(773) 265-7605,6932881
09/27/2018,CHEV,4D,,WHI,352U375,IL,10300 S. Doty,(773) 568-8495,2859971
09/27/2018,FORD,4D,,SIL,H459926,IL,701 N. Sacramento,(773) 265-1846,1537851
09/27/2018,FORD,4D,FOC,SIL,R463167,IL,701 N. Sacramento,(773) 265-7605,6935414
09/27/2018,MITS,LL,TK,BLK,AW39120,IL,10300 S. Doty,(773) 568-8495,2859992
08/31/2018,CHEV,4D,,SIL,825348,IL,10300 S. Doty,(773) 568-8495,2858006
08/11/2018,NISS,4D,,SIL,AB74661,IL,10300 S. Doty,(773) 568-8495,2858009
09/27/2018,CHEV,4D,,BLU,E876693,IL,10300 S. Doty,(773) 568-8495,2859994
09/27/2018,CHEV,LL,,BLU,AH86863,IL,10300 S. Doty,(773) 568-8495,2859987
09/27/2018,DODG,4D,,GRY,E285380,IL,10300 S. Doty,(773) 785-9752,1537849
09/27/2018,CHRY,VN,,SIL,,IL,10300 S. Doty,(773) 785-9752,1537850
09/27/2018,NISS,4D,,GRY,AP70486,IL,10300 S. Doty,(773) 568-8495,2859995
09/27/2018,BUIC,4D,,GRY,VMV8026,VA,10300 S. Doty,(773) 568-8495,2859988
09/27/2018,VOLK,4D,,BLK,597206,IL,10300 S. Doty,(773) 568-8495,2859957
09/27/2018,INFI,4D,,WHI,S229002,IL,701 N. Sacramento,(773) 265-7605,6935426
09/01/2018,TOYT,4D,,WHI,AC69256,IL,701 N. Sacramento,(773) 265-7605,6932980
07/04/2018,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2853740
09/01/2018,INFI,4D,,SIL,AV82451,IL,10300 S. Doty,(773) 568-8495,2858130
09/01/2018,CHRY,4D,,GRN,AL18846,IL,701 N. Sacramento,(773) 265-7605,6932986
09/01/2018,VOLK,4D,,SIL,Q512233,IL,701 N. Sacramento,(773) 265-7605,6932985
07/04/2018,JEEP,LL,TK,TAN,AP44016,IL,10300 S. Doty,(773) 568-8495,2853742
09/01/2018,MITS,4D,,SIL,AU85035,IL,701 N. Sacramento,(773) 265-7605,6932970
07/04/2018,TOYT,4D,,SIL,594071F,TX,10300 S. Doty,(773) 568-8495,2853743
09/01/2018,TOYT,4D,,PLE,IZZYB26,IL,701 N. Sacramento,(773) 265-7605,6932971
09/01/2018,MITS,4D,,GLD,AS78295,IL,10300 S. Doty,(773) 568-8495,2858131
07/04/2018,DODG,4D,,BLK,ZU11721,IL,10300 S. Doty,(773) 568-8495,2853747
09/27/2018,CHEV,4D,,RED,AX22481,IL,Police Pound,,6935400
09/27/2018,HOND,4D,,GRY,420PGX,WI,400 E. Lower Wacker,(312) 744-7550,993383
07/04/2018,PONT,4D,,BLK,AS84511,IL,10300 S. Doty,(773) 568-8495,2853746
09/27/2018,HOND,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,6935401
07/04/2018,CHEV,2T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2853748
09/27/2018,TOYT,4D,COR,GRY,138U207,IL,400 E. Lower Wacker,(312) 744-7550,993377
09/27/2018,CHRY,VN,,SIL,AC95545,IL,701 N. Sacramento,(773) 265-1846,1537847
09/02/2018,PONT,4D,,BLK,237U142,IL,701 N. Sacramento,(773) 265-7605,6933158
09/27/2018,CHRY,VN,,SIL,AC95545,IL,701 N. Sacramento,(773) 265-1846,1537847
07/04/2018,LEXS,4D,,BLK,AJ23519,IL,10300 S. Doty,(773) 568-8495,2853756
09/27/2018,CHRY,VN,,GRN,AE30326,IL,10300 S. Doty,(773) 568-8495,2860003
09/27/2018,NISS,4D,,BLK,592679,IL,10300 S. Doty,(773) 568-8495,2860004
09/27/2018,TOYT,2D,,BLU,Z154020,IL,10300 S. Doty,(773) 568-8495,2860007
07/04/2018,BUIC,4D,,TAN,N753066,IL,701 N. Sacramento,(773) 265-7605,6927646
09/27/2018,KIA,4D,,SIL,AZ33111,IL,701 N. Sacramento,(773) 265-7605,6935427
07/04/2018,CHRY,4D,,SIL,ZY81349,IL,10300 S. Doty,(773) 568-8495,2853804
09/27/2018,FORD,4D,,BLK,AN24593,IL,701 N. Sacramento,(773) 265-7605,6935425
09/27/2018,DODG,2D,,BLK,397U798,IL,10300 S. Doty,(773) 568-8495,2860005
09/27/2018,DODG,2D,CHL,GRY,AZ73054,IL,10300 S. Doty,(773) 568-8495,2860006
07/06/2018,DODG,VN,,GRN,,IL,10300 S. Doty,(773) 568-8495,2853974
07/06/2018,TOYT,LL,,SIL,DIVAN,IL,10300 S. Doty,(773) 568-8495,2853971
09/27/2018,LEXS,4D,,WHI,R933831,IL,701 N. Sacramento,(773) 265-7605,6935433
09/28/2018,CHEV,4D,,RED,ZY40508,IL,10300 S. Doty,(773) 568-8495,2860040
09/28/2018,NISS,4D,,BRZ,304219,IL,701 N. Sacramento,(773) 265-7605,6935457
09/28/2018,PONT,4D,,WHI,Q613004,IL,701 N. Sacramento,(773) 265-7605,6935455
09/28/2018,JEEP,LL,,PLE,AM77817,IL,10300 S. Doty,(773) 568-8495,2860038
08/02/2018,BUIC,4D,,MAR,Z991696,IL,10300 S. Doty,(773) 568-8495,2855769
07/04/2018,BUIC,4D,,MAR,N905974,IL,701 N. Sacramento,(773) 265-7605,6927609
08/31/2018,BUIC,4D,,BLU,Q929018,IL,10300 S. Doty,(773) 568-8495,2857983
09/27/2018,PONT,4D,,SIL,ADG9811,IL,10300 S. Doty,(773) 568-8495,2859947
09/27/2018,TOYT,2D,,SIL,Z614418,IL,10300 S. Doty,(773) 568-8495,2859946
09/27/2018,BUIC,LL,,BLK,AP24823,IL,701 N. Sacramento,(773) 265-1846,1537848
08/02/2018,KIA,LL,,BLK,KTGOLD1,IL,10300 S. Doty,(773) 568-8495,2855768
09/27/2018,HYUN,LL,,BLK,745668,IL,10300 S. Doty,(773) 568-8495,2859985
08/02/2018,PONT,4D,,WHI,768UZ,IN,10300 S. Doty,(773) 568-8495,2855754
09/27/2018,PONT,4D,,BLK,FFR671,IA,10300 S. Doty,(773) 568-8495,2859989
08/02/2018,FORD,4D,,BGE,AG65040,IL,10300 S. Doty,(773) 568-8495,2855763
09/27/2018,SUBA,4D,,MAR,AS80266,IL,10300 S. Doty,(773) 568-8495,2859986
09/27/2018,VOLK,4D,,BLU,V210570,IL,10300 S. Doty,(773) 568-8495,2860001
09/27/2018,CHEV,LL,,BLK,Q151182,IL,701 N. Sacramento,(773) 265-7605,6935420
07/04/2018,DODG,PK,TK,GRN,,IL,10300 S. Doty,(773) 568-8495,2853802
09/27/2018,NISS,2D,,BLK,P625292,IL,10300 S. Doty,(773) 568-8495,2860002
08/31/2018,LINC,4D,,MAR,,,701 N. Sacramento,(773) 265-7605,6932914
08/31/2018,BUIC,4D,,TRQ,AG62113,IL,10300 S. Doty,(773) 568-8495,2858062
09/27/2018,DODG,LL,TK,BLK,A837900,IL,701 N. Sacramento,(773) 265-7605,6935418
08/31/2018,MERC,4D,,SIL,V901995,IL,10300 S. Doty,(773) 785-9752,1718550
09/27/2018,CHEV,PK,TK,RED,904NKZ,IN,701 N. Sacramento,(773) 265-7605,6935419
08/31/2018,DODG,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2858065
08/31/2018,CHEV,4D,,WHI,738T384,IL,10300 S. Doty,(773) 785-9752,1718549
08/31/2018,MITS,2D,,SIL,AS87484,IL,10300 S. Doty,(773) 568-8495,2858063
09/27/2018,HOND,VN,TK,TAN,AR70352,IL,701 N. Sacramento,(773) 265-7605,6935416
07/05/2018,CHEV,4D,,GRY,559663,IL,10300 S. Doty,(773) 568-8495,2853888
07/05/2018,CHEV,4D,,BLK,Z929189,IL,10300 S. Doty,(773) 568-8495,2853890
07/05/2018,CHEV,PK,,RED,U4007B,WI,701 N. Sacramento,(773) 265-7605,6927713
08/31/2018,HOND,4D,,BLU,AL16764,IL,10300 S. Doty,(773) 568-8495,2858066
08/02/2018,FORD,VN,TK,WHI,AD09732,AZ,10300 S. Doty,(773) 568-8495,2855778
08/31/2018,CHEV,4D,,PLE,Q550270,IL,10300 S. Doty,(773) 568-8495,2858064
09/27/2018,DODG,PK,,GRN,2458098B,IL,10300 S. Doty,(773) 568-8495,2860011
09/27/2018,DODG,LL,,GRY,AQ42580,IL,701 N. Sacramento,(773) 265-7605,6935434
09/27/2018,HYUN,4D,,BLU,AX48116,IL,701 N. Sacramento,(773) 265-7605,6935436
09/27/2018,LAND,LL,,WHI,AV38545,IL,10300 S. Doty,(773) 568-8495,2860012
07/06/2018,NISS,LL,TK,GRY,842286,IL,10300 S. Doty,(773) 568-8495,2853900
07/06/2018,CHEV,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2853902
07/06/2018,JEEP,LL,,SIL,AP72938,IL,10300 S. Doty,(773) 568-8495,2853899
07/06/2018,HOND,VN,,BLU,157U338,IL,10300 S. Doty,(773) 568-8495,2853898
07/06/2018,LINC,4D,,SIL,309CGG,ND,10300 S. Doty,(773) 568-8495,2853920
08/02/2018,TOYT,4D,,GRY,AM88859,IL,10300 S. Doty,(773) 568-8495,2855784
08/31/2018,DODG,4D,,SIL,AJ80493,IL,10300 S. Doty,(773) 568-8495,2857998
09/27/2018,CHEV,4D,,SIL,354933,IL,10300 S. Doty,(773) 568-8495,2859949
09/27/2018,FORD,LL,,RED,ZU41155,IL,10300 S. Doty,(773) 568-8495,2859952
08/31/2018,TOYT,4D,,WHI,Q473658,IL,10300 S. Doty,(773) 568-8495,2858001
08/31/2018,GMC,4D,,BLU,Q939087,IL,10300 S. Doty,(773) 568-8495,2857994
09/27/2018,FORD,4D,,GRY,AL23671,IL,400 E. Lower Wacker,(312) 744-7550,993387
09/22/2018,GMC,VN,,SIL,999T900,IL,701 N. Sacramento,(773) 265-7605,6935053
08/31/2018,CHEV,PK,,YEL,,IL,701 N. Sacramento,(773) 265-1846,1537775
09/27/2018,KIA,LL,,BLU,ZV95352,IL,10300 S. Doty,(773) 568-8495,2859948
09/27/2018,NISS,4D,,SIL,6304266,IL,10300 S. Doty,(773) 568-8495,2859953
09/27/2018,AUDI,4D,,GRY,9979470,IL,701 N. Sacramento,(773) 265-7605,6935413
08/03/2018,BUIC,VN,TK,BGE,S230624,IL,701 N. Sacramento,(773) 265-7605,6930285
08/31/2018,CHRY,4D,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1537774
09/27/2018,FORD,4D,,RED,Q540604,IL,10300 S. Doty,(773) 568-8495,2859983
09/27/2018,OLDS,4D,ALO,SIL,DD3697,IN,10300 S. Doty,(773) 568-8495,2859982
07/05/2018,BUIC,LL,TK,BGE,ZU51155,IL,10300 S. Doty,(773) 568-8495,2853875
09/27/2018,JEEP,LL,,BRO,AP52746,IL,10300 S. Doty,(773) 568-8495,2859993
09/27/2018,PONT,LL,,GRY,AQ43629,IL,10300 S. Doty,(773) 568-8495,2859939
09/27/2018,CHRY,VN,,RED,AL34735,IL,10300 S. Doty,(773) 568-8495,2859990
07/06/2018,TOYT,4D,,LBL,135023,IL,701 N. Sacramento,(773) 265-7605,6927717
09/27/2018,TOYT,4D,,SIL,Y729694,IL,10300 S. Doty,(773) 568-8495,2859991
08/31/2018,VOLK,2D,,YEL,Z801988,IL,10300 S. Doty,(773) 568-8495,2858037
07/06/2018,BUIC,4D,,MAR,AJ83093,IL,701 N. Sacramento,(773) 265-7605,6927718
08/03/2018,SATR,4D,,RED,676883,IL,701 N. Sacramento,(773) 265-7605,6930279
08/03/2018,DODG,SW,,BLU,,IL,10300 S. Doty,(773) 568-8495,2855801
07/06/2018,MAZD,LL,TK,WHI,AL32009,IL,701 N. Sacramento,(773) 265-7605,6927719
08/03/2018,CADI,LL,,WHI,AS27034,IL,701 N. Sacramento,(773) 265-7605,6930284
08/04/2018,FORD,4T,,RED,912SRA,IN,10300 S. Doty,(773) 568-8495,2855911
09/01/2018,NISS,4D,,WHI,AM62171,IL,10300 S. Doty,(773) 568-8495,2858161
07/09/2018,CHRY,VN,TK,GRY,,,701 N. Sacramento,(773) 265-7605,6928030
07/09/2018,CHEV,4D,,WHI,406651,IL,701 N. Sacramento,(773) 265-7605,6928033
07/09/2018,MITS,4D,,BRZ,AF93633,IL,701 N. Sacramento,(773) 265-7605,6928032
09/02/2018,NISS,4D,,WHI,ZX63968,IL,10300 S. Doty,(773) 568-8495,2858273
07/09/2018,BMW,4D,,BLK,S687959,IL,10300 S. Doty,(773) 568-8495,2854202
09/03/2018,LEXS,4D,,BLK,Q172198,IL,10300 S. Doty,(773) 568-8495,2858309
09/04/2018,BMW,4D,,BLK,AV84013,IL,701 N. Sacramento,(773) 265-7605,6933249
09/04/2018,GMC,LL,,RED,253RBA,MN,10300 S. Doty,(773) 568-8495,2858348
09/04/2018,KIA,4D,,WHI,AX5149,IL,10300 S. Doty,(773) 568-8495,2858349
09/27/2018,VOLK,4D,,GRN,Y91895,IL,400 E. Lower Wacker,(312) 744-7550,993392
07/04/2018,CHEV,4D,,BLK,AP24075,IL,10300 S. Doty,(773) 568-8495,2853754
08/31/2018,NISS,LL,,GRY,AK54045,IL,701 N. Sacramento,(773) 265-7605,6932898
09/01/2018,ACUR,LL,,SIL,X508515,IL,400 E. Lower Wacker,(312) 744-7550,992039
09/27/2018,JEEP,LL,,GRY,3789BD,IL,10300 S. Doty,(773) 568-8495,2859950
09/01/2018,PONT,4D,,GRY,ZX24180,IL,10300 S. Doty,(773) 568-8495,2858139
08/03/2018,PONT,4D,,SIL,ZX35164,IL,10300 S. Doty,(773) 568-8495,2855874
09/27/2018,FORD,4D,,BLU,827MBV,KY,400 E. Lower Wacker,(312) 744-7550,993390
07/04/2018,FORD,VN,,WHI,Q628445,IL,10300 S. Doty,(773) 568-8495,2853753
09/27/2018,HOND,4D,,GRY,AM35040,IL,400 E. Lower Wacker,(312) 744-7550,993389
09/27/2018,HOND,LL,,BLK,Q348779,IL,400 E. Lower Wacker,(312) 744-7550,993394
09/01/2018,NISS,4D,,WHI,AF89862,IL,701 N. Sacramento,(773) 265-7605,6932990
09/01/2018,TOYT,4D,,WHI,2002706,IL,701 N. Sacramento,(773) 265-7605,6932988
09/01/2018,HOND,4D,ACC,BLK,AQ39390,IL,701 N. Sacramento,(773) 265-7605,6933030
09/01/2018,NISS,4D,,GRY,AE35630,IL,701 N. Sacramento,(773) 265-7605,6933032
09/01/2018,TOYT,4D,,SIL,P633510,IL,701 N. Sacramento,(773) 265-7605,6933029
09/01/2018,SUBA,SW,,LBL,DWQ8657,MI,701 N. Sacramento,(773) 265-7605,6933028
09/27/2018,NISS,4D,,SIL,AE80491,IL,10300 S. Doty,(773) 568-8495,2859951
09/01/2018,HOND,VN,ODY,GRY,U2249E,TN,701 N. Sacramento,(773) 265-7605,6933043
09/01/2018,CHEV,LL,TK,DGR,Q984910,IL,701 N. Sacramento,(773) 265-7605,6933044
09/27/2018,VOLK,LL,,GRY,AR29009,IL,400 E. Lower Wacker,(312) 744-7550,993427
09/27/2018,HOND,LL,,SIL,660738,IL,10300 S. Doty,(773) 568-8495,2859997
09/27/2018,NISS,LL,,CPR,,,701 N. Sacramento,(773) 265-1846,1537852
09/03/2018,TOYT,2D,,WHI,428130,IL,701 N. Sacramento,(773) 265-7605,6933225
09/03/2018,MASE,4D,,BLU,DL76CS,IL,701 N. Sacramento,(773) 265-7605,6933226
09/27/2018,FORD,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2859999
09/27/2018,JEEP,LL,TK,WHI,AFCH72,FL,701 N. Sacramento,(773) 265-7605,6935415
09/27/2018,DODG,4D,,GRN,CN5R6A,MO,701 N. Sacramento,(773) 265-7605,6935417
09/27/2018,SUZI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2859996
09/28/2018,JEEP,LL,,GRY,AS81376,IL,10300 S. Doty,(773) 568-8495,2860053
09/27/2018,CHEV,4D,,TAN,154U017,IL,10300 S. Doty,(773) 568-8495,2860020
07/04/2018,HYUN,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2853798
07/04/2018,CHEV,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,478996
08/31/2018,DODG,4D,,BLK,2026316,IL,701 N. Sacramento,(773) 265-7605,6932899
08/31/2018,CHEV,LL,,BGE,00194548,IL,701 N. Sacramento,(773) 265-7605,6932901
08/31/2018,CHRY,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2858056
07/04/2018,HOND,4D,,WHI,AT90126,IL,701 N. Sacramento,(773) 265-7605,6927614
09/27/2018,LINC,4D,,BLK,ZY11477,IL,10300 S. Doty,(773) 568-8495,2859956
08/31/2018,KIA,4D,,GRY,Y914173,IL,10300 S. Doty,(773) 568-8495,2858059
08/03/2018,PONT,2D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2855806
09/27/2018,JEEP,LL,,MAR,941690,IL,10300 S. Doty,(773) 568-8495,2859954
09/27/2018,PONT,4D,,BLU,ZV47169,IL,10300 S. Doty,(773) 568-8495,2859955
09/27/2018,CHEV,4D,,BLU,WJ8NOS,MO,701 N. Sacramento,(773) 265-7605,6935421
09/27/2018,PONT,4D,,GRY,2039126,IL,10300 S. Doty,(773) 568-8495,2859998
08/03/2018,NISS,4T,,GRY,E976879,IL,10300 S. Doty,(773) 568-8495,2855808
08/31/2018,BUIC,LL,,WHI,V250805,IL,10300 S. Doty,(773) 568-8495,2858052
08/03/2018,JEEP,LL,,GLD,AK49727,IL,701 N. Sacramento,(773) 265-7605,6930294
08/03/2018,NISS,4D,,GRY,AS73897,IL,701 N. Sacramento,(773) 265-7605,6930293
08/31/2018,FORD,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2858053
08/31/2018,DODG,VN,,BLK,NEU544,IL,701 N. Sacramento,(773) 265-7605,6932933
09/01/2018,DODG,4D,,GRY,AE13606,IL,701 N. Sacramento,(773) 265-7605,6933023
09/01/2018,PONT,4D,,RED,761047,IL,10300 S. Doty,(773) 568-8495,2858177
08/31/2018,HOND,VN,,BLU,ZV89124,IL,10300 S. Doty,(773) 568-8495,2858018
09/27/2018,DODG,VN,,SIL,367493,IL,10300 S. Doty,(773) 568-8495,2859959
09/27/2018,CHEV,LL,,SIL,AP69861,IL,10300 S. Doty,(773) 568-8495,2859960
09/01/2018,CHEV,PK,,LBL,2384936B,IL,701 N. Sacramento,(773) 265-7605,6932991
07/04/2018,CHEV,VN,,SIL,Z728146,IL,10300 S. Doty,(773) 568-8495,2853763
09/27/2018,KIA,VN,,WHI,Q598959,IL,10300 S. Doty,(773) 568-8495,2859958
08/03/2018,NISS,4D,,GRY,Q164994,IL,10300 S. Doty,(773) 568-8495,6930296
09/01/2018,CHEV,4D,,SIL,AW26318,IL,701 N. Sacramento,(773) 265-7605,6932984
09/01/2018,FORD,LL,,BLU,6583829,IL,701 N. Sacramento,(773) 265-7605,6932982
09/01/2018,FORD,LL,,WHI,ZV19060,IL,701 N. Sacramento,(773) 265-7605,6933000
09/01/2018,NISS,4D,ALT,BLK,AT50284,IL,701 N. Sacramento,(773) 265-7605,6932998
09/01/2018,CHEV,VN,,LBL,AD64712,IL,701 N. Sacramento,(773) 265-7605,6932994
09/01/2018,HOND,4D,ACC,SIL,P490036,IL,701 N. Sacramento,(773) 265-7605,6932996
09/27/2018,CHRY,4D,,SIL,AF50168,IL,10300 S. Doty,(773) 568-8495,2859961
09/27/2018,HOND,4D,,GRY,AT95505,IL,400 E. Lower Wacker,(312) 744-7550,993432
09/28/2018,JEEP,LL,,GRY,Q817952,IL,10300 S. Doty,(773) 568-8495,2860046
09/01/2018,JEEP,LL,GCH,SIL,AN58201,IL,10300 S. Doty,(773) 568-8495,2858140
09/28/2018,HYUN,,,,AP25514,IL,10300 S. Doty,(773) 568-8495,2860047
09/28/2018,JEEP,LL,,WHI,AR17165,IL,10300 S. Doty,(773) 568-8495,2860044
09/28/2018,HYUN,4D,,WHI,P550813,IL,10300 S. Doty,(773) 568-8495,2860045
09/28/2018,BUIC,4D,,BRO,Q347631,IL,701 N. Sacramento,(773) 265-7605,6935458
09/28/2018,MITS,2D,,GRY,AD23373,IL,10300 S. Doty,(773) 568-8495,2860048
09/28/2018,CHEV,2D,,GRN,155LIR,IN,10300 S. Doty,(773) 568-8495,2860051
09/28/2018,HOND,4D,,GRY,844511,IL,10300 S. Doty,(773) 568-8495,2860050
09/28/2018,TOYT,4D,,BLK,GSB6539,IL,701 N. Sacramento,(773) 265-7605,6935459
09/28/2018,NISS,LL,,SIL,P231851,IL,701 N. Sacramento,(773) 265-7605,6935460
09/02/2018,KIA,4D,,GLD,934T120,IL,10300 S. Doty,(773) 568-8495,2858260
09/28/2018,MITS,2D,,BLU,378U762,IL,10300 S. Doty,(773) 568-8495,2860055
09/28/2018,BUIC,4D,,MAR,499048,IL,10300 S. Doty,(773) 568-8495,2860054
09/28/2018,DODG,4D,,GRY,ABU6871,WI,10300 S. Doty,(773) 568-8495,2860049
09/28/2018,CHEV,PK,,GRY,2070951B,IL,10300 S. Doty,(773) 568-8495,2860052
09/28/2018,PONT,2D,,WHI,AZ90094,IL,701 N. Sacramento,(773) 265-7605,6935461
09/26/2018,HOND,4D,,GLD,AS72170,IL,701 N. Sacramento,(773) 265-7605,6935331
08/31/2018,BMW,LL,,BLK,AS76503,IL,701 N. Sacramento,(773) 265-1846,1537773
09/27/2018,LINC,4D,,BRO,AW82561,IL,701 N. Sacramento,(773) 265-7605,6935403
07/04/2018,FORD,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6927617
09/27/2018,CHEV,2D,,BLK,AQ74733,IL,701 N. Sacramento,(773) 265-7605,6935405
08/31/2018,CHEV,4D,,WHI,Q959980,IL,10300 S. Doty,(773) 568-8495,2858033
09/27/2018,BUIC,4D,,SIL,E155919,IL,10300 S. Doty,(773) 568-8495,2859965
08/31/2018,CHRY,VN,,SIL,Q147442,IL,10300 S. Doty,(773) 568-8495,2858032
07/05/2018,CHEV,4D,,GRY,352624,IL,10300 S. Doty,(773) 568-8495,2853816
09/27/2018,HYUN,4D,,GRY,AT76926,IL,400 E. Lower Wacker,(312) 744-7550,993404
08/31/2018,JEEP,LL,,RED,AV82124,IL,10300 S. Doty,(773) 568-8495,2858079
08/03/2018,CADI,4D,,WHI,9E28E0,TN,701 N. Sacramento,(773) 265-7605,6930305
09/27/2018,TOYT,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2859964
08/31/2018,HOND,LL,,BLK,ZY86515,IL,701 N. Sacramento,(773) 265-7605,6932928
09/27/2018,FORD,LL,,BLK,AQ48805,IL,701 N. Sacramento,(773) 265-7605,6935404
09/27/2018,KIA,4D,,SIL,S260984,IL,10300 S. Doty,(773) 568-8495,2859963
08/31/2018,GMC,VN,TK,WHI,1292203B,IL,701 N. Sacramento,(773) 265-7605,6932930
08/31/2018,DODG,4D,,GRY,AQ73938,IL,10300 S. Doty,(773) 568-8495,2858089
08/31/2018,FORD,LL,,WHI,AP16994,IL,10300 S. Doty,(773) 568-8495,2858090
09/27/2018,RAMA,PK,,WHI,1506123B,IL,10300 S. Doty,(773) 568-8495,2859962
09/01/2018,HOND,4D,,BGE,ADA103,IN,10300 S. Doty,(773) 568-8495,2858101
09/01/2018,DODG,LL,,RED,,,10300 S. Doty,(773) 568-8495,2858098
09/01/2018,TOYT,4D,,SIL,AP36605,IL,10300 S. Doty,(773) 568-8495,2858099
09/02/2018,TOYT,VN,,TAN,AN43669,IL,701 N. Sacramento,(773) 265-7605,6933084
09/02/2018,MERC,4T,,DGR,Q531092,IL,701 N. Sacramento,(773) 265-7605,6933075
09/27/2018,ACUR,4D,,WHI,AB41606,IL,701 N. Sacramento,(773) 265-7605,6935430
09/27/2018,TOYT,4D,,GRY,Z336703,IL,400 E. Lower Wacker,(312) 744-7550,993434
09/02/2018,CHEV,VN,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6933083
09/27/2018,FORD,LL,,GRN,3885652,IL,701 N. Sacramento,(773) 265-7605,6935431
09/27/2018,CADI,4D,,WHI,T294661,IL,701 N. Sacramento,(773) 265-7605,6935429
09/27/2018,BMW,2D,,BLU,DEKCC,IL,701 N. Sacramento,(773) 265-7605,6935428
09/02/2018,TOYT,4D,,BLU,506803,IL,701 N. Sacramento,(773) 265-7605,6933113
09/02/2018,MITS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6933105
08/31/2018,BUIC,4D,,BLU,AP47732,IL,10300 S. Doty,(773) 568-8495,2858039
08/31/2018,TOYT,LL,TK,WHI,ZZ36781,IL,701 N. Sacramento,(773) 265-7605,6932910
08/31/2018,CHEV,LL,,RED,AH19080,IL,10300 S. Doty,(773) 568-8495,2858043
09/27/2018,DODG,VN,,BLU,AX22714,IL,10300 S. Doty,(773) 568-8495,2859974
07/04/2018,MITS,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6927620
08/31/2018,PONT,4D,,WHI,AV68458,IL,10300 S. Doty,(773) 568-8495,2858044
07/04/2018,LEXS,LL,,WHI,AK57856,IL,10300 S. Doty,(773) 568-8495,2853778
08/31/2018,FORD,VN,,GRN,Z294460,IL,10300 S. Doty,(773) 568-8495,2858061
08/03/2018,CHEV,4D,,SIL,AG44166,IL,10300 S. Doty,(773) 568-8495,2855847
07/04/2018,CHEV,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2853776
09/27/2018,DODG,LL,,WHI,AJ20689,IL,400 E. Lower Wacker,(312) 744-7550,993411
09/27/2018,FORD,LL,,GRY,AK49338,IL,701 N. Sacramento,(773) 265-7605,6935408
09/27/2018,FORD,LL,TK,TAN,H993263,IL,701 N. Sacramento,(773) 265-7605,6935407
09/27/2018,JEEP,LL,TK,BLK,999EBD,MN,701 N. Sacramento,(773) 265-7605,6935423
09/27/2018,BUIC,4D,,BLK,Z929435,IL,10300 S. Doty,(773) 568-8495,2860000
09/27/2018,NISS,4D,,GRY,Z225844,IL,701 N. Sacramento,(773) 265-7605,6935422
09/27/2018,DODG,4D,,BLU,5ZNX013,CA,701 N. Sacramento,(773) 265-7605,6935424
09/27/2018,CHEV,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2860008
09/27/2018,PONT,4D,,GLD,AR48686,IL,701 N. Sacramento,(773) 265-7605,6935432
09/27/2018,CHEV,4D,,BLK,S481390,IL,10300 S. Doty,(773) 568-8495,2860009
09/27/2018,CHEV,4D,,SIL,2039931,IL,10300 S. Doty,(773) 568-8495,2860010
09/27/2018,BMW,4D,,BLK,Z431748,IL,10300 S. Doty,(773) 568-8495,2859973
09/27/2018,CHEV,4D,,WHI,AN56720,IL,10300 S. Doty,(773) 568-8495,2859976
08/31/2018,NISS,4D,ALT,WHI,AS78806,IL,10300 S. Doty,(773) 568-8495,2858068
09/27/2018,MITS,LL,,RED,A853334,IL,10300 S. Doty,(773) 568-8495,2859972
08/31/2018,TOYT,4D,,BLU,AG72872,IL,10300 S. Doty,(773) 568-8495,2858075
08/03/2018,CHEV,4D,,GRY,ZV60117,IL,10300 S. Doty,(773) 568-8495,2855838
